domain,raw_count,processed_count
cookoutnc.com,1,1
coolcuts4kids.com,41,41
coolcuts4kids.com,38,38
coolrivercafe.com,2,2
coopershawkwinery.com,44,44
copelandsofneworleans.com,15,15
corahealth.com,112,112
corepoweryoga.com,214,214
cornerbakerycafe.com,178,178
cornermarketms.com,7,7
cornerpantry.com,22,22
corriganoil.com,11,11
cort.com,125,125
cosbar.com,19,19
cosbar.com,19,19
cosentinos.com,30,30
cosmoprofbeauty.com,1086,1086
cosmoprofbeauty.com,1162,1162
cosstores.com,20,20
costavida.com,98,98
costavida.net,4,4
costavida.net,97,97
costcobusinessdelivery.com,18,18
costco.com,543,543
costcutterfoods.com,6,6
costcutters.com,1379,1379
costuless.com,3,3
costulessdirect.com,69,69
cottageinn.com,52,52
cottman.com,52,52
cottonon.com,159,142
cottonpatch.com,56,56
countrybuffet.com,88,88
countryfairstores.com,71,71
countryfinancial.com,1970,1970
countryhearth.com,58,58
countryhomelearningcenter.com,10,10
countryinns.com,457,457
countrykitchenrestaurants.com,30,30
country-markets.com,7,7
countrymartok.com,2,2
countrymax.com,17,17
countrysidecoop.com,62,53
countymarket.com,95,95
courtyard.marriott.com,1,0
courtyard.marriott.com,5188,1029
cousinssubs.com,92,92
covance.com,24,24
covenanthealthcare.com,22,22
covenanthealthcare.com,1,1
cowboychicken.com,23,23
cox.com,46,46
coxfoods.com,10,10
coxhealth.com,32,32
coxhealth.com,1,1
cpk.com,201,201
cpsagu.com,299,299
crabtree-evelyn.com,601,601
crackerbarrel.com,660,660
craftwarehouse.com,8,8
crateandbarrel.com,76,76
craveamerica.com,10,10
crazy8.com,263,263
creamnation.com,26,26
creativekidslearningcenter.com,10,10
cremedelacreme.com,10,10
crestfoodsok.com,8,8
cricketwireless.com,4974,4974
crispers.com,6,6
crocs.com,4862,158
croinc.com,1,1
crosbysstores.com,82,82
crossamericapartners.com,1,1
crossfit.com,6631,6631
crossroadscountymarket.com,1,1
crossroadstrading.com,37,37
crowneplaza.com,3781,120
crownfriedchicken.com,27,27
crowntrophy.com,138,138
crownwineandspirits.com,12,12
crsupermarkets.com,11,11
cruizers.net,25,25
crunch.com,275,275
crutchfield.com,2,2
cslplasma.com,252,252
cslplasma.com,245,245
cspire.com,122,73
ctbconnect.com,20,20
ctownsupermarkets.com,130,130
ctshirts.co.uk,13,13
cubbys.com,35,35
cub.com,7,7
cubesmart.com,1160,1160
culinarydropout.com,6,6
culvers.com,720,720
cumberlandfarms.com,566,566
cummins.com,182,182
cupsfrozenyogurt.com,4,4
curiocollection3.hilton.com,46,46
currysauto.com,327,327
curves.com,399,399
cvs.com,9792,9792
cvsfamilyfoods.com,27,10
cvsspecialty.com,9634,9634
cyclebar.com,202,202
cyclegear.com,146,146
dagnyc.com,10,10
dailygrill.com,13,13
dailys.com,10,10
dailysstores.com,38,38
dairyqueen.com,4414,4414
daisoglobal.com,75,75
dakotawatch.com,73,73
dallasbbq.com,11,11
daltile.com,6684,254
daltile.com,2,1
dangelos.com,86,86
danielsjewelers.com,100,100
dansfoods.com,3,3
danssupermarket.com,5,5
dansupermarket.com,5,5
daphnes.biz,23,23
darascornermarket.com,7,7
darimart.com,44,44
darquetan.com,537,7
dashinfoodstores.com,56,56
davannis.com,22,22
daveandbusters.com,130,130
davesmarketplace.com,10,10
davesmarketplace.com,10,10
davesmarkets.com,13,13
davidbartongym.com,2,2
davidsbridal.com,296,296
davidstea.com,234,234
davios.com,10,10
davisfoodanddrug.com,4,4
davisoil.net,19,19
davita.com,3471,3471
daylightdonuts.com,412,412
daysinn.com,1491,1491
dchauto.com,1,1
dchauto.com,34,34
ddsdiscounts.com,242,242
deadriver.com,50,50
deandeluca.com,9,9
debeers.com,4,4
decathlon.fr,327,327
deciccoandsons.com,8,8
definebody.com,16,16
delfriscos.com,16,16
delfriscosgrille.com,24,24
delsoliga.com,6,6
deltaco.com,581,581
deltahotels.marriott.com,1,1
deltahotels.marriott.com,5188,5188
deltasoniccarwash.com,29,29
dennys.com,1554,1554
dentalservice.net,58,58
dentalworks.com,152,152
dentalworks.com,1,1
deseretindustries.org,45,45
desertfinancial.com,51,51
desertsuntanning.com,45,45
destinationmaternity.com,62,62
destinationmaternitycorp.com,1099,0
destinationxl.com,325,231
devonseafood.com,5,5
devonsjewelers.com,12,12
deweyspizza.com,25,25
diamondparking.com,1137,1137
diamondsdirect.com,19,19
diamondvogel.com,9,9
dibellas.com,47,47
dickblick.com,67,67
dickeys.com,497,497
dicksfreshmarket.com,5,5
dickshomecare.com,8,8
dicksmarket.com,2,2
dickssportinggoods.com,680,680
dierbergs.com,24,24
diesel.com,25,25
diginn.com,29,29
dillards.com,292,292
dillons.com,5809,5809
dionsbest.com,12,12
dior.com,2181,36
dippindots.com,10311,10
directgeneral.com,349,349
directgeneral.com,382,382
discount-drugmart.com,75,75
discounttirecenters.com,35,35
discounttirecenters.com,1,1
discounttire.com,1029,919
discoverypoint.com,1,1
discoverypoint.com,46,46
disney.com,12,12
disneystore.com,154,154
ditchwitch.com,101,101
ditkasrestaurants.com,3,3
divinesauto.com,16,16
dixieline.com,10,10
diyhomecenter.net,8,8
dkny.com,30,30
dockers.com,5,5
doctorscare.com,54,54
doctorsonduty.com,1,1
doctorsonduty.com,9,9
dodge.com,2354,2354
dogdaycare.com,86,86
doggiestylepets.com,12,12
doghaus.com,36,36
doitbest.com,2976,448
dolce.com,8,8
dollarbankbusinesscenter.com,71,71
dollarcastle.com,11,11
dollar.com,184,184
dollargeneral.com,15313,15313
dollartree.com,6933,6933
dolphincarpet.com,10,10
dominocstores.com,18,18
dominos.com,5899,5899
donatos.com,182,182
donnakaran.com,39,39
donovanssteakhouse.com,2,2
donpablos.com,1,1
donpablos.com,1,1
donrobertojewelers.com,86,86
donsandbens.com,30,30
donshula.com,21,21
dontbebroke.com,51,51
donutconnection.com,107,107
doodlebugs.com,16,16
dooney.com,17,17
doscoyotes.com,11,11
doublebees.com,30,30
doubledaves.com,38,38
doublekwik.com,40,40
doublequick.com,61,61
doubletree3.hilton.com,343,343
drafthouse.com,49,49
drafthouse.com,1,1
drayerpt.com,168,168
dreamdinners.com,75,75
dressbarn.com,661,661
drgsweightloss.com,15,15
drinkblenders.com,17,17
drivetime.com,138,138
drmartens.com,24,24
drugemp.com,3,3
drugemp.com,3,3
drugemporiuminc.com,10,10
druryhotels.com,139,139
drycleanusa.com,44,44
drygoodsusa.com,51,51
dsw.com,523,523
dtlr.com,233,233
duanereade.com,118,118
duckdonuts.com,85,85
duckdonuts.com,1,1
duffysmvp.com,34,34
dukeschowderhouse.com,7,7
duluthtrading.com,56,56
dunhamssports.com,206,206
dunkindonuts.com,9549,9549
dunnbrothers.com,45,45
dunnbrothers.com,76,76
dunnedwards.com,141,141
dunntire.com,28,28
dutchbros.com,327,327
dvf.com,5,5
dwfm.spartanstores.com,11,11
dwfoods.com,10,10
dwr.com,38,38
dxpe.com,19,19
dylanscandybar.com,25,25
dynamex.com,1,1
dynamiteclothing.com,6,6
dynooil.com,12,12
dysarts.com,3,3
dyson.com,27,27
eaglerider.com,195,195
eaglestopstores.com,54,54
eagletransmission.com,25,25
e-arc.com,153,153
earlofsandwichusa.com,34,34
earls.ca,10,10
earlsribpalace.com,5,5
earthbar.com,32,10
earthboundtrading.com,101,101
earthfare.com,54,54
earthoriginsmarket.com,8,8
eastcoastwings.com,37,37
easternbank.com,114,114
easternpetroleumcorp.com,13,13
eastofchicago.com,66,66
eastsideenterprise.com,62,62
eastwestbank.com,102,102
easyhome.us,31,31
easymoneynow.com,25,25
eataly.com,6,6
eatandys.com,83,83
eatatcore.com,56,56
eatatelmers.com,29,29
eatatjacks.com,169,169
eatatsantiagos.com,28,28
eatatspitz.com,2,2
eatbarbacoa.com,12,12
eatchronictacos.com,56,56
eatgarbanzo.com,24,24
eatgarbanzo.com,2,2
eatjaggers.com,2,2
eatnoon.com,6,6
eatnpark.com,35,35
eatnpark.com,60,60
eatonapothecary.com,13,13
eatpdq.com,73,73
eatsa.com,2,2
eatwalnut.com,7,7
eberjey.com,4,4
eblens.com,48,48
ecmdi.com,49,49
ecoatm.com,3742,3742
ecolonial.com,142,142
ecommunity.com,115,7
econofoods.com,2,2
econolodge.com,842,842
econolube.com,94,94
econrads.com,38,38
eddiebauer.com,258,258
eddiemerlots.com,13,13
eddiev.com,25,25
ediblearrangements.com,1063,1063
editionhotels.com,1,0
editionhotels.com,5188,4
educationaldaycare.kiddieacademy.com,261,261
edukidsinc.com,15,15
edwardjones.com,13586,13586
edwardsfoodgiant.com,7,7
edwardsoilco.com,40,40
edwardstheaters.regmovies.com,570,42
eegees.com,67,67
eehealth.org,74,74
eescodist.com,17,17
eighteeneight.com,53,53
eileenfisher.com,64,64
einsteinbros.com,700,700
elahorro.net,20,20
elchico.com,25,25
electronicexpress.com,19,19
electronics-expo.com,2,2
elementsmassage.com,252,252
elephantbar.com,6,6
elevationburger.com,27,27
elfamousburrito.com,1,1
elfamousburrito.com,11,11
elfenix.com,20,20
elietahari.com,25,25
elixirjuice.com,4,4
elixirjuice.com,4,4
elizabethgrady.com,24,24
elmcroft.com,88,88
elpolloloco.com,489,489
elpolloregio.com,46,46
elpolloregio.net,45,45
elpolloregio.net,1,1
elranchoinc.com,25,25
elriogrande.net,9,9
elriogrande.net,9,9
elrodscostplus.com,5,5
elsupermarkets.com,10,10
eltorito.com,31,31
emagine-entertainment.com,20,20
embassysuites3.hilton.com,249,249
embroidme.com,172,172
emeraldcitysmoothie.com,37,37
emetabolic.com,115,115
ems.com,23,23
emurgentcare.com,11,11
energytogo.com,26,26
enger-tire.com,328,328
engineeringforkids.com,75,75
engineeringforkids.com,2,2
englishcolor.com,60,60
enmarket.com,123,123
enterprisecarsales.com,140,140
enterprise.com,4559,4559
enterprisetrucks.com,305,305
eosfitness.com,37,37
epfitness.com,8,8
epicburger.com,8,8
epicrx.com,1557,1557
equinox.com,101,101
erbertandgerberts.com,92,92
eriksdelicafe.com,26,26
escada.com,14,14
eskimohut.com,30,30
esteelauder.com,702,0
etgrill.com,2,2
ethanallen.com,178,178
eugeneurgentcare.com,13,13
eurekarestaurantgroup.com,25,25
evenhotels.com,3781,12
everettclinic.com,31,31
evereve.com,91,91
everythingbutwater.com,97,97
evgo.com,776,776
ewjamesandsons.com,10,10
examone.com,106,106
excel-urgentcare.com,11,11
exerurgentcare.com,12,12
exhalespa.com,19,19
exoticcars.enterprise.com,72,72
express.com,626,626
expresslube.com,449,449
expressoil.com,255,255
expresspros.com,744,744
expresswaystores.com,16,16
extendedstayamerica.com,629,629
extendedstayhotels.com,1,1
extendedstayhotels.com,147,147
extraspace.com,1775,1775
extremebodyshaping.com,69,69
extremepita.com,3,3
extremepizza.com,38,38
exxon.com,1,1
exxon.com,11393,6380
exxon.com,563,0
exxonmobil.com,50,0
exxonmobilstations.com,6830,0
exxpressmart.com,22,22
eyecarecenter.com,38,38
eyeglassworld.com,119,119
eyemart.com,8,8
eyemartexpress.com,203,203
ezellschicken.com,13,13
ezgostores.com,22,22
e-zmart.com,98,98
ezpawn.com,362,362
ezpawn.com,362,362
ezstop.net,23,23
f45training.com,10,10
f45training.com,238,238
fabletics.com,34,34
factory-connection.com,304,304
fairmont.com,2,2
fairmont.com,18,18
fairplayfoods.com,7,7
fairview.org,197,197
fairwaymarket.com,19,19
fallasstores.net,96,96
familiadental.com,42,42
familycentersuperstores.com,3,3
familydollar.com,8242,8242
familyexpress.com,74,74
familyfareconveniencestores.com,25,25
familyfarmandhome.com,63,63
familyfootwearcenter.com,5,5
familyfreshmarket.com,5,5
familyvideo.com,619,619
famousdaves.com,129,129
famousfootwear.com,944,944
fanniemay.com,67,67
fantasticsams.com,943,943
fanzz.com,86,86
fareway.com,125,125
farmandfleet.com,41,41
farmerboys.com,92,92
farmersagent.com,11682,11682
farmershomefurniture.com,234,234
farmking.com,6,6
farmstore.com,20,20
farmstores.com,40,40
farmsupplycompany.com,5,5
fastautoloansvirginiainc.com,49,49
fastenal.com,1888,1888
fastestlabs.com,39,39
fastfix.com,153,153
fastframe.com,68,68
fastlane-cstore.com,40,40
fastmed.com,109,109
fastpaceurgentcare.com,88,88
fastraccafe.com,53,53
fastrip.com,54,54
fastsigns.com,619,619
fastsigns.com,633,633
faststopmarkets.com,13,13
fasttrackurgentcare.com,8,8
fatburger.com,73,73
fatmos.com,13,13
fattuesday.com,64,64
fatz.com,35,35
fazolis.com,215,215
fbmsales.com,151,151
fcer.com,32,32
featherpetro.com,16,16
federalmogul.com,24,24
fedex.com,17269,2586
feederssupply.com,23,23
feel-rite.com,5,5
ferguson.com,1145,1145
ferragamo.com,38,35
ferrari.com,40,40
ferrellgas.com,781,781
festfoods.com,31,31
festivalfoods.net,6,6
ffc.com,11,11
ffohome.com,68,68
fiatusa.com,376,376
fidelity.com,197,197
fieldandstreamshop.com,35,35
fiestafoodssupermarkets.com,4,4
fiestafreshmexicangrill.com,3,3
fiestainsurance.com,207,207
fiestamart.com,67,67
figaros.com,32,32
filibertos.com,50,50
findafosters.com,18,18
finefaresupermarkets.com,46,46
finewineandgoodspirits.com,600,600
finishline.com,895,895
finishmaster.com,197,197
firebirdsrestaurants.com,51,51
firedpie.com,1,1
firedpie.com,19,19
firehousesubs.com,1162,1162
fire-ice.com,5,5
firestonecompleteautocare.com,1751,1751
firstam.com,526,526
firstbankonline.com,74,74
firstbanks.com,106,106
firstcitizens.com,636,544
firstcommercialbank.synovus.com,1557,1557
firstmerit.com,10,10
firstniagara.com,890,890
firstrepublic.com,77,77
firsttennessee.com,175,175
firstwatch.com,329,329
fisherautoparts.com,393,393
fisherautoparts.com,350,350
fishersfoods.com,4,4
fit4mom.com,2017,2017
fitness19.com,119,119
fitnessconnection.com,41,41
fitnessevolution.com,8,8
fitnessfactorygym.com,5,5
fitnessfor10.com,15,15
fitnessheadquarters.com,4,4
fitnesstogether.com,148,148
fitnessunlimited.net,6,6
fitrepublic.com,41,41
fitwize4kids.com,3,3
fitworks.com,10,10
fivebelow.com,837,837
fiveguys.com,1363,1363
fivestarfoodmart.com,78,78
fixauto.com,522,522
flagshipcinemas.com,16,16
flagstar.com,188,188
flamebroilerusa.com,196,196
flanigans.net,23,23
flashfoods.com,188,188
fleetcare.info,383,383
fleetfarm.com,43,43
fleetfeetsports.com,174,174
fleetpride.com,429,259
flemingssteakhouse.com,70,70
flightfitnfun.com,14,14
flooranddecor.com,107,107
flooringamerica.com,348,348
floorstogo.com,125,125
floridahospital.com,273,273
floydsbarbershop.com,119,119
flroberts.com,24,24
flyersenergy.com,135,135
flyingbiscuit.com,23,23
flyingdutchmankemah.com,1,1
flynnstire.com,21,21
flywheelsports.com,1,1
flywheelsports.com,65,65
fmb.com,26,26
fmbnc.com,21,21
fmcna.com,2611,2611
fnb-online.com,515,515
fogodechao.com,35,35
follett.com,2,2
follett.com,1190,1190
food-4-less.com,14,0
food4less.com,5805,108
foodaramatexas.com,10,10
foodbazaar.com,25,25
foodcity.com,136,136
foodcountryusainc.com,10,10
fooddepot.com,40,40
foodfairmarkets.com,16,16
foodforlessmobile.com,5806,108
foodgiant.com,106,106
foodkingcostplus.com,22,22
foodland.com,37,37
foodlandgrocery.com,19,19
foodlandmkt.com,4,4
foodlandstores.com,10,10
foodlion.com,1061,1061
foodmarketlachiquita.com,11,11
foodmaxx.com,54,54
foodnfun.com,16,16
foodprideonline.com,36,36
foodpyramidonline.com,4,4
foodsco.net,3559,21
foodtown.com,72,72
foodtownshopper.com,31,31
food-world-stores.com,4,4
footaction.com,266,266
footlocker.com,896,896
footsolutions.com,61,61
footsolutions.com,9,9
footsolutions.com,61,61
ford.com,3067,3067
fordvehicles.com,3065,3065
forever21.com,532,532
foreveryogurt.com,20,20
foreyes.com,127,127
foreyes.com,121,121
foreyes.com,7,7
forkliftgrocery.com,1,1
formanmills.com,43,43
forwardcorp.com,77,77
fossil.com,1924,137
fosteroil.com,35,35
fostersfreeze.com,70,70
fourbrothersstores.com,23,23
fourseasons.com,28,28
fourseasons.com,10,10
fourwindscasino.com,4,4
foxandhound.com,26,26
foxconvenience.com,9,9
foxgal.com,46,46
foxspizza.com,214,214
fragranceoutlet.com,110,110
fragranceoutlet.com,1,1
francescascollections.com,723,723
francescas.com,732,732
franchise-biguine.com,3,3
franciscanalliance.org,677,677
freddysusa.com,361,361
fredloya.com,719,719
fredmeyer.com,8852,2636
fredmeyerjewelers.com,252,252
fredsinc.com,812,549
fredsmeds.com,740,486
freebirds.com,74,74
freebirds.com,73,73
freedomoil.com,33,33
freedomvalu.com,49,49
freemanhealth.com,157,157
freepeople.com,130,130
freewayinsurance.com,77,77
fremontchicago.com,1,1
frenchconnection.com,2,2
frescas.com,5,5
frescoymas.com,26,26
frescoymas.com,126,126
freshandco.com,20,20
freshandnaturalfoods.com,2,2
freshberry.net,8,8
freshbybrookshires.com,1,1
freshcity.com,10,10
fresh.com,459,459
freshfoods.us,13,13
freshii.com,135,135
freshmarketstores.com,13,13
freshthyme.com,78,78
fridleytheaters.com,20,20
friendlycomputers.com,55,55
friendlyexpress.com,37,37
friendlymartinc.com,19,19
friendlys.com,174,174
friendshipfoodstores.com,27,27
frischs.com,120,120
frontgate.com,6,6
froots.com,12,12
frostbank.com,1119,1119
froyoworld.com,10,10
froyoyogurt.com,7,7
frozenyo.com,3,3
frozenyo.com,3,3
fruitfulyield.com,13,13
frullati.com,12,12
fruthpharmacy.com,31,31
fruttabowls.com,52,52
frys.com,34,34
frysfood.com,5470,121
fuddruckers.com,148,148
fult.com,254,244
fultonbanknj.com,64,64
furla.com,18,18
furniturerow.com,114,114
furrs.net,18,18
furrs.net,18,18
fuzzystacoshop.com,150,150
fye.com,207,207
gabes.com,3,3
gabrielsliquor.com,15,15
gadabout.com,9,9
galaxytheatres.com,15,15
gambinospizza.com,45,45
gamestop.com,3734,3734
games-workshop.com,1576,78
gameworks.com,7,7
gandermountain.com,66,66
gandermountain.com,77,43
ganderoutdoors.com,78,71
gap.com,554,554
gapinc.com,2,0
garageclothing.com,89,89
gassertruevalue.com,7,7
gasstop.com,19,19
gatepetro.com,8,8
gatewayacademy.com,111,8
gatorsdockside.com,29,29
gattispizza.com,76,76
gazbah.com,9,9
gbyguess.com,283,283
gcfb.com,32,32
gcfb.net,32,32
gcrtires.com,151,151
gcrtires.com,94,94
gebos.com,21,21
gebos.com,21,21
geico.com,191,191
geisinger.org,189,151
gelsons.com,27,27
gemaire.com,92,92
genejuarez.com,10,10
genesis.com,151,151
genesishcc.com,410,410
genesishealthclubs.com,46,46
genghisgrill.com,50,50
genjiweb.com,217,217
georgewebb.com,44,44
georgiatheatrecompany.com,25,25
geox.com,7,7
gerbercollision.com,499,499
gerbes.com,3388,6
germantownfreshmarket.com,1,1
gerritys.com,9,9
gertrudehawkchocolates.com,48,48
getairsports.com,1,1
getcosi.com,54,54
getgocafe.com,262,262
getinshapeforwomen.com,42,42
getitnowstores.com,44,44
getngo.com,19,19
getregionalcash.com,345,345
gfb.org,157,157
gfnational.com,31,31
gfs.com,193,193
gfsstore.com,193,179
ggpetroleum.com,37,37
ghbass.com,106,106
ghirardelli.com,23,23
giant.com,258,258
gianteagle.com,428,428
giantfood.com,306,306
giantfoodstores.com,148,148
gibbsoil.com,16,16
gift-ology.com,4,4
gigiscupcakesusa.com,69,69
gilliganoilcompany.com,98,98
gillyhicks.com,397,397
ginospizza.com,39,39
gioninos.com,48,48
giordanos.com,70,70
giovannispizzapower.com,97,97
giuntasmeatfarms.com,9,9
glassusa.com,433,433
glenivy.com,1,1
gliks.com,67,67
globalpetfoods.com,1,1
globalselfstorage.us,12,12
gloriajeans.com,60,60
gloriascuisine.com,20,20
glorydaysgrill.com,34,34
gmc.com,1689,1689
gmc.com,1244,1244
gmoc.com,181,181
gms.com,213,0
gnc.com,2,2
gnc.com,6332,3892
gnc.com,6312,6312
gocltd.com,1,1
goddardschool.com,529,529
godfathers.com,567,567
godiva.com,23,23
godiva.com,138,138
gogamexchange.com,103,103
gogoosecreek.com,19,19
gohugos.com,10,10
goinpostal.com,165,165
golden1.com,30235,30143
goldenchick.com,214,214
goldencorral.com,499,499
goldenkrustbakery.com,127,127
goldenkrust.com,126,126
goldenlivingcenters.com,23,23
goldennugget.com,5,5
goldenpantry.com,38,38
goldfishswimschool.com,100,100
goldmansachs.com,25,25
goldsgym.com,325,325
goldstarchili.com,79,79
golfgalaxy.com,95,95
golfland.com,8,8
golfsmith.com,75,75
golftec.com,171,171
golfusa.com,15,15
gomart.com,122,122
gomongo.com,22,22
gonavis.com,67,67
good2gostores.com,59,59
goodcentssubs.com,78,78
gooddaypharmacy.com,9,9
goodearthnaturalfoods.com,5,5
goodeatsgrill.com,1,1
goodfortunesupermarket.com,19,19
goodoilcompany.com,16,16
goodtimesburgers.com,34,34
goodwill.org,4535,4535
goodyearautoservice.com,1,0
goodyearautoservice.com,551,456
goodyear.com,17387,40
goodyear.com,18184,18184
goodyearctsc.com,201,201
goodygoody.com,20,20
goorin.com,28,28
goosegrocer.com,1,1
gopackagingstore.com,38,38
gorays.com,32,32
gordmans.com,103,103
gordonbiersch.com,22,22
gordonbiersch.com,23,23
gordonsjewelers.com,10,10
gordys.com,26,26
gosarpinos.com,49,49
gosimonson.com,17,17
gosuperpumper.com,33,33
gotjump.com,14,14
gotobecks.com,16,16
gotodobbs.com,40,40
gotomillers.com,23,23
gottaeattapita.com,4,4
gourmanoff.com,2,2
gowesco.com,54,53
gowireless.com,723,723
gpminvestments.com,1186,1186
gprtp.com,1,1
graciebarra.com,112,112
graeters.com,54,54
grainger.com,4,4
grainger.com,247,247
grand.hyatt.com,18,18
grandluxcafe.com,14,14
grandresidenceclub.com,1,1
grandys.com,39,39
granitecityelectric.com,26,26
granitetransformations.com,62,62
graybar.com,240,240
greasemonkeyintl.com,224,224
greatamericancookies.com,351,351
greatclips.com,4316,4316
greatexpressions.com,186,186
greatharvest.com,184,184
greatlakesace.com,50,50
greatwesternbank.com,175,175
greatwolf.com,16,16
greatwraps.com,45,45
greenbergdental.com,93,93
greenevilleoil.com,34,34
greenleafsbananas.com,31,31
greenmill.com,23,23
greenp.com,243,243
greensnaturalfoods.com,4,4
greers.com,29,29
gretchenscottdesigns.com,4,4
greyhound.com,1825,1825
grifolsplasma.com,199,10
grimaldis.com,2,2
grimaldispizzeria.com,43,43
gristedes.com,23,23
gristedessupermarkets.com,23,23
grizzlysgrill.com,8,8
grkfresh.com,5,5
grocerydepotms.com,3,3
groceryoutlet.com,335,335
grottorestaurants.com,7,7
grouchos.com,34,34
groundround.com,19,19
gsoil.com,11,11
gtpie.com,15,15
gtsinteriorsupply.com,22,22
gtsinteriorsupply.com,1,1
gucci.com,59,59
guess.com,280,280
guitarcenter.com,287,287
gulfoil.com,1618,1618
gulfoil.com,1625,1625
gunteroil.com,15,15
guthrieschicken.com,29,29
gwfoodsinc.com,27,27
gw-supermarket.com,16,16
gymboreeclasses.com,114,114
gymboree.com,482,482
gymsource.com,33,33
gyu-kaku.com,47,47
haagendazsshoppecompany.com,211,211
haagendazs.us,162,162
haagoilcompany.com,32,32
habitat.org,2,1
habitat.org,1229,577
habitburger.com,272,272
hacretail.com,1,1
haggar.com,77,77
haggen.com,15,15
hahnauto.com,131,131
hairclub.com,106,106
haircuttery.com,834,834
haleandhearty.com,22,22
halfpricebooks.com,126,126
hallmark.com,2328,2328
hamptoninn.com,2233,2233
hamricks.com,20,20
hancockfabrics.com,173,173
hancockwhitney.com,94,94
handandstone.com,421,421
handyfoods.com,19,19
handymart.com,19,19
handymarts.com,38,38
hangerclinic.com,679,679
hanger.com,702,702
hanksmarket.com,1,1
hannaandersson.com,77,77
hannaandersson.com,77,77
hannaford.com,181,181
hannoush.com,43,43
happyjoes.com,45,45
happynails.com,48,48
happyspizza.com,63,63
harborfreight.com,978,978
hardees.com,487,487
hardees.com,1866,1866
hardees.com/redburrito,1848,293
hardings.com,26,26
hardrock.com,50,50
hardrockhotels.com,14,14
hardwarestore.com,105,105
harkins.com,34,34
harkinstheatres.com,34,34
harley-davidson.com,775,775
harley-davidsonfootwear.com,383,383
harmondiscount.com,268,54
harmonsgrocery.com,21,21
harpsfood.com,81,81
harrahs.com,6,6
harristeeter.com,483,483
harryanddavid.com,41,41
hartfordmedicalgroup.com,166,166
hartigdrug.com,21,21
hartz-chicken.com,62,62
harusushi.com,4,4
harvestseasonalgrill.com,9,9
harvestsupermarkets.com,8,8
harveyssupermarkets.com,47,47
hassanandsons.com,94,94
hatclub.com,17,17
hatcreekburgers.com,17,17
haveanicebank.com,63,63
havertys.com,122,122
havolinexpresslube.net,36,36
hawaiianbarbecue.com,197,197
hawaiipetroleum.com,24,24
hawthorn.com,103,103
hawthorneonlinestore.com,3,3
hayssupermarkets.com,10,10
hbtbank.com,72,72
hcoafitness.com,14,14
hcsbonline.com,727,436
hdsupplysolutions.com,267,267
headstartsalons.com,1405,1405
healthcarepartners.com,74,74
healthmart.com,5139,5139
healthtrax.com,15,15
heartlandcoop.com,73,73
heartlandfoodsstores.com,6,6
hearusa.com,228,228
hearusa.com,255,255
heb.com,282,282
he-equipment.com,97,97
heidisbrooklyndeli.com,16,16
heightsfinance.com,114,114
heinebroscoffee.com,17,17
heinens.com,23,23
helenachemical.com,392,392
helzberg.com,218,218
hemispheres-us.com,8,8
henhouse.com,9,9
henribendel.com,23,23
henribendel.com,8,8
henryford.com,131,131
hercrentals.com,214,214
herefordhouse.com,4,4
heritagecooperative.com,66,66
heritages.com,33,33
hermes.com,36,36
heroburgers.com,1,1
hertz.com,2965,2965
herveleger.com,8,8
hhugos.com,95,95
hibachidining.com,8,8
hibachisan.com,18,18
hibbett.com,1049,1049
hibdontire.com,26,26
hickoryfarms.com,531,531
hiexpress.com,3781,2172
highlandcorp.com,1,1
highsdairystores.com,48,48
hightechburrito.com,6,6
hihealth.com,1,1
hillcityoil.net,44,44
hilliard.com,62,62
hillstone.com,46,46
hilton.com,274,274
hiltongardeninn3.hilton.com,800,800
hiltongrandvacations.com,33,33
hi-schoolpharmacy.com,192,13
hmart.com,66,66
hm.com,538,538
hoag.org,46,46
hobbylobby.com,871,871
hobbytown.com,132,132
hobbytown.com,124,124
ho-chunkgaming.com,6,6
holidayinn.com,3781,611
holidayoil.com,60,60
holidaystationstores.com,539,539
hollisterco.com,399,399
hollywoodfeed.com,99,99
hollywoodmarkets.com,5,5
hollywoodtans.com,35,35
hollywoodwaxmuseum.com,4,4
holtzmancorp.com,92,2
home2suites3.hilton.com,388,388
homecentric.com,28,28
homechoicestores.com,17,17
homedepot.com,1984,1984
homegoods.com,764,0
homelandstores.com,30,30
homeofeconomy.com,7,7
homeruninnpizza.com,8,8
homesense.com,23,23
homesense.com,23,23
homesmart.com,51,51
hometownpet.com,167,167
hometownpharmacy.com,40,17
hometownpharmacywi.com,61,61
hometownurgentcare.com,10,10
homewatchcaregivers.com,112,112
homewoodsuites3.hilton.com,500,500
honda.com,1061,1061
honest-1.com,67,67
honeybaked.com,451,451
honeybaked.com,453,453
honeybakedham.com,511,511
honeydewdonuts.com,102,102
honeygrow.com,27,27
honeygrow.com,27,27
hooters.com,338,338
hopcat.com,17,17
hopdoddy.com,32,32
horizononline.com,70,70
hornbachers.com,9,9
horseshoe.com,6,6
hosss.com,35,35
hotdogonastick.com,61,61
hotelindigo.com,3781,64
hotheadburritos.com,78,78
hotspotcstore.com,41,41
hottopic.com,643,643
houlihans.com,62,62
house.hyatt.com,91,91
houseofblues.com,11,11
houseofjerky.net,38,38
houstonlocalfoods.com,5,5
houstons.com,15,15
howardbank.com,19,19
hpb.com,125,125
hrblock.com,10474,10474
hsbc.com,232,225
hsoil.com,3,3
hucks.com,109,109
huddlehouse.com,345,345
hugoboss.com,153,153
huhot.com,66,66
