domain,raw_count,processed_count
altamere.com,14,14
altardstate.com,104,104
altierus.edu,3,3
altitudetrampolinepark.com,61,61
amatos.com,40,40
amazinglashstudio.com,231,231
amazon.com,39,39
amcareinc.com,10,10
amctheaters.com,636,636
amctheatres.com,634,634
ame-church.com,3827,3827
amegybank.com,83,83
americafirst.com,128,128
americanbodyworks.com,14,14
americanfreight.com,162,162
americangirl.com,18,18
americanhomefitness.com,7,7
americanmattress.com,53,53
americansale.com,12,12
americansignaturefurniture.com,117,117
americanspeedy.com,11,11
americanspeedy.com,2,2
americantiredepot.com,103,103
americasbest.com,699,699
americashloans.net,63,63
americasmattress.com,1,1
americasmattress.com,228,228
americastacoshop.com,5,5
americasthrift.com,17,17
americastire.com,1178,95
americinn.com,318,318
amerisbank.com,137,137
amestools.com,4,4
amfamfit.com,9,9
amf.com,298,152
amigoskings.com,31,31
amigosunited.com,4,4
ampm.com,1206,1206
amscot.com,236,236
amstarcinemas.com,4,4
anabioil.com,240,240
andaz.hyatt.com,18,18
andiamoitalia.com,8,8
andpizza.com,35,35
andretti1.com,3,3
angelikafilmcenter.com,6,6
annastaqueria.com,8,8
anniesez.com,10,10
anntaylor.com,284,284
anotherbrokenegg.com,69,69
anotherbrokenegg.com,69,69
anthonyspizzaandpasta.com,23,23
anthropologie.com,203,203
anylabtestnow.com,178,178
anytimefitness.com,2427,2370
apeainthepod.com,107,27
apoyo-financiero.com,29,29
applebees.com,1699,1699
applecaredoctors.com,11,11
apple.com,270,270
appleone.com,114,114
applied.com,326,326
approvedcashadvance.com,157,157
approvedcashadvance.com,156,156
apps.pnc.com,2383,0
apricotlaneboutique.com,70,70
apricotlaneusa.com,41,41
aquariumrestaurants.com,4,4
aquaticabyseaworld.com,3,3
aramarkuniform.com,86,86
arbys.com,3381,3381
arcb.com,214,214
arclightcinemas.com,10,10
arco.com,1561,1561
arc-rci.com,9,9
arcthrift.com,47,47
ardene.com,3,3
ardensgarden.com,16,16
argonautliquor.com,1,1
argotea.com,41,41
arhaus.com,70,70
aritzia.com,29,29
arizonatile.com,35,35
arlansmarket.com,18,18
armadillowillys.com,7,7
armani.com,175,175
armaniexchange.com,134,134
armstrongmccall.com,159,159
arnoldmotorsupply.com,57,57
aroma.us,5,5
arteagasfoodcenter.com,8,8
arthurmurray.com,207,207
artvan.com,140,140
arvest.com,356,356
ashleyfurniture.com,633,633
ashleyfurniturehomestore.com,641,641
ashleystewart.com,90,90
asics.com,42,42
asics.com,4116,4116
aspenathletic.com,6,6
aspendental.com,758,758
associatedbank.com,239,239
atbtanning.com,57,57
atd-us.com,120,120
athleta.com,141,141
athleta.gap.com,164,164
athletico.com,422,422
athome.com,193,193
atipt.com,827,827
atlantabread.com,29,29
atlanticarepg.com,163,163
atlanticunionbank.com,146,146
atmarketfresh.com,3,3
atmtees.com,2,2
atrias.com,6,6
atriumhealth.org,998,998
att.com,5565,5565
attexperience.com,1284,1284
attplans.com,690,690
atwoods.com,64,64
aubonpain.com,186,186
aubuchon.com,104,104
audibel.com,186,186
audiusa.com,86,86
audiusa.com,303,303
auntieannes.com,1169,1169
aureliospizza.com,41,41
aurorahealthcare.org,600,600
autobell.com,83,83
autograph-hotels.marriott.com,1,1
autograph-hotels.marriott.com,5188,5188
autonation.com,248,248
autonation.com,321,250
autopartintl.com,185,185
autoparts2020.com,304,304
autotire.com,26,26
autovalue.com,4850,131
autovaluestores.com,157,157
autowares.com,302,0
autozone.com,5717,5717
avada.com,143,143
aveda.com,3010,111
avenue.com,266,266
avis.com,1440,1440
avnf.com,6,6
awrestaurants.com,584,584
ayerco.com,27,27
aztecamex.com,18,18
babcorp.com,76,76
babcorp.com,1,1
babers.com,45,45
babinsseafood.com,3,3
backyardburgers.com,48,48
badcock.com,361,361
baers.com,16,16
baggerdaves.com,9,9
bagnbaggage.com,24,24
bahamabreeze.com,42,42
baileysgym.com,15,15
baileyssportsgrille.com,4,4
bajafresh.com,129,129
bakedbymelissa.com,13,13
bakedbymelissa.com,1,1
bakerbrosdeli.com,3,3
bakerdist.com,145,145
bakersdrivethru.com,39,39
bakersplus.com,3389,10
bakerssquare.com,32,32
ballarddesigns.com,14,14
ballsfoods.com,30,0
bally.com,14,14
bananarepublic.com,47,47
bananarepublic.com,489,489
bananarepublic.gap.com,489,489
bancorpsouth.com,359,115
bandanasbbq.com,27,27
banfield.com,1044,1044
bang-olufsen.com,11,11
bangor.com,63,63
bankatpeoples.com,21,21
bankatunion.com,142,142
bankesb.com,16,16
bankfive.com,15,15
banknbsc.synovus.com,43,43
banknewport.com,18,18
banknewport.com,1,1
bankofamerica.com,7087,4112
bankofthewest.com,538,538
bankoncb.com,17,17
bankozarks.com,256,256
bankunited.com,84,84
bankunited.com,84,84
bankwithunited.com,185,185
bannerhealth.com,60,57
banzaibowls.com,7,7
baptist411.com,27114,27114
baptist-health.com,208,208
baptisthealthkentucky.com,8,8
baptisthealth.net,111,111
baptisthealth.net,2,2
baptistjax.com,4,4
barberitos.com,51,51
barbour.com,15,15
barcelonawinebar.com,13,13
barcelonawinebar.com,2,2
bareburger.com,34,34
bareminerals.com,2045,2045
bargainhunt.com,90,90
bargain-outlets.com,78,35
barlouie.com,134,134
barmethod.com,122,122
barneys.com,28,28
barre3.com,134,134
barre3.com,5,5
barreforte.com,11,11
barrysbootcamp.com,42,42
bartelldrugs.com,68,68
bartlett.com,171,117
bartons-lumber.com,11,11
bashas.com,56,56
basketmarketokc.com,1,1
baskinrobbins.com,2500,2500
bassettfurniture.com,382,382
basspro.com,155,78
bathandbodyworks.com,1648,1648
bathfitter.com,122,122
batteriesplus.com,736,736
batterysystems.net,67,67
bayclubs.com,25,25
baycoastbank.com,24,24
baylorhealth.com,783,783
baymontinns.com,521,521
bbb.org,89,89
bbhouston.com,4,4
bbt.com,3503,1779
bbtheatres.com,49,49
bbvacompass.com,1273,1273
bcbg.com,256,256
bcbgeneration.com,107,107
beachbum.com,41,41
beachoil.com,16,16
beaconandbridge.com,25,25
beaconroofingsupply.com,549,549
bealls.com,72,72
beallsflorida.com,60,60
beallsoutlet.com,264,264
beallstx.com,793,186
beardpapas.com,26,26
beautybrands.com,23,23
bebe.com,2,2
beckertire.com,24,24
beckoil.com,1,1
becksprime.com,14,14
bedbathandbeyond.com,1109,935
bedmartmattresssuperstores.com,27,27
bedzzzexpress.com,50,50
beefobradys.com,160,160
beefobradys.com,117,117
beefobradysfranchise.com,153,153
beerknurd.com,16,16
beermiscuous.com,2,2
beggarspizza.com,26,26
bekins.com,133,28
belk.com,292,292
bellacinos.com,54,54
bellacinosgrinders.com,54,54
belletire.com,108,108
bellmanoil.com,11,11
bellstores.com,57,57
beltone.com,1313,1313
benandjerrys.ca,10,10
benbridge.com,88,88
benefitcosmetics.com,1904,29
benihana.com,71,71
benjaminmoore.com,4054,4054
benjerry.com,218,218
bennigans.com,13,13
bensirestaurants.com,4,4
benzerpharmacy.com,114,114
bergdorfgoodman.com,2,2
berkotfoods.com,16,16
berkshirebank.com,107,94
bernieandphyls.com,8,8
berryblendz.com,11,11
bertuccis.com,57,57
bestbuy.com,1021,1021
bestbuy.com,933,933
bestdistributing.com,25,25
bestfitness.net,9,9
bestfriendspetcare.com,30,30
bestmarket.com,28,28
bestonetire.com,63,63
bestvaluepharmacies.com,14,14
bestwayrto.com,77,77
bestwestern.com,1997,1997
bestwestern.com,64,64
bettermedcare.com,8,8
beverlys.com,6,6
bevmo.com,164,164
bfr.com,19,19
bfresh.com,2,2
bgca.org,3822,3822
bgca.org,1,1
bgood.com,64,64
bgood.com,64,64
bgrtheburgerjoint.com,20,20
bhbt.com,50,50
bhldn.com,22,22
bhphotovideo.com,1,1
biaggis.com,19,19
bibibop.com,32,32
bibibop.com,32,32
big10mart.com,16,16
big10tires.com,121,121
big5sportinggoods.com,433,433
BigAirUSA.com,7,7
bigapplebagels.com,58,58
bigboy.com,78,78
bigcityburrito.com,2,2
bigdogs.com,1,1
bigdoil.com,16,16
bigfootjava.com,32,32
biggby.com,248,248
biglots.com,1407,1407
bigotires.com,464,464
bigr.com,23,23
bigredliquors.com,55,55
bigredstores.net,34,34
bigriverla.com,13,13
bigsaverfoods.com,11,11
bigy.com,70,70
bikramyoga.com,43,43
billabong.com,45,45
billgrays.com,20,20
billmillerbbq.com,77,77
billskhakis.com,169,169
billysimsbbq.com,43,43
bi-lo.com,112,112
bimart.com,79,79
binnys.com,40,40
binsons.com,15,15
binswangerglass.com,62,62
birdiesfood-fuel.com,22,22
birkenstock.com,242,242
birkenstockusa.com,2700,82
biscuitsandbath.com,13,13
biscuitscafe.com,22,22
biscuitville.com,56,56
bjc.org,19,19
bjsbrewhouse.com,204,204
bjs.com,221,221
bjsoptical.com,207,207
bjsrestaurants.com,204,204
bk.com,7235,7235
blackangus.com,43,43
blackbeardiner.com,132,132
blackeyedpeacolorado.com,9,9
blackjackpizza.com,41,41
blackstire.com,44,44
blackstonesteakhouse.com,4,4
blairsmarket.com,3,3
blarneycastleoil.com,139,139
blastfitness.com,7,7
blazepizza.com,330,330
blazingonion.com,7,7
bldr.com,417,417
bldr.com,445,445
blendz.com,6,6
blimpie.com,221,221
blinkfitness.com,82,82
blinknetwork.com,1363,1363
blissspa.com,9,9
blockbusterexpress.com,1,1
bloominbrands.com,1,1
bloomingdales.com,54,54
bluebottlecoffee.com,63,63
bluecoastburrito.com,12,12
bluelinerental.com,951,951
bluemercury.com,186,186
bluenile.com,5,5
blueoxenergy.com,1,1
bluepearlvet.com,74,74
bluerhino.com,32725,32725
bluewaterstores.com,18,18
bmoharris.com,614,565
bmw.com,350,350
bmwmotorcycles.com,1,1
bmwmotorcycles.com,148,148
bmwusa.com,452,452
bn.com,629,629
bobaloca.com,21,21
bobandsteves.com,24,24
bobbienoonans.com,13,13
bobbysburgerpalace.com,13,13
bobcat.com,483,274
BOBEVANS.COM,480,480
bobs-steakandchop.com,16,16
bobstores.com,30,30
bobsumereltire.com,16,16
bocagranderestaurant.com,2,2
bodyplex.com,11,11
bodyrenewfitness.com,11,11
bojangles.com,759,759
bollaoil.com,44,44
boloco.com,9,9
bomgaars.com,85,85
bonanzasteakhouses.com,63,63
bonchon.com,1,1
bonchon.com,96,96
bondno9.com,6,6
bonefishgrill.com,197,197
bonfaremarkets.com,1,1
bonobos.com,61,61
bonobos.com,62,62
bonton.com,213,213
bonworth.com,52,52
booksamillion.com,216,216
booksandco.com,1,1
boomerjacks.com,13,13
boomersparks.com,10,10
boonedrug.com,17,17
boosterjuice.com,2,2
boostmobile.com,17645,5935
bootbarn.com,241,241
borowiaksonline.com,5,5
boschcarservice.com,593,593
boscovs.com,49,49
bose.com,1,1
bose.com,62,62
bose.eu,62,62
bosley.com,73,73
bosselman.com,103,103
bostonmarket.com,416,416
bostons.com,23,23
bottegaveneta.com,26,26
bottegaveneta.com,3,3
bottledblondechi.com,3,3
bouchonbistro.com,14,14
boudinbakery.com,28,28
bounceu.com,37,37
bowdenoil.com,17,17
bowlbrunswick.com,292,28
bowlero.com,1,0
bowlero.com,294,95
bowlinonline.com,1,1
bowlintc.com,1,1
bowlluckystrike.com,18,18
bowlmor.com,15,15
bowlofheaven.com,6,6
bowtiecinemas.com,35,35
boyersfood.com,18,18
boyett.net,10,10
bp.com,5097,5097
bradleygas.com,48,48
brakecheck.com,43,43
brakemasters.com,98,98
brakesplus.com,81,81
brandsmartusa.com,10,10
brandymelvilleusa.com,93,34
brassicas.com,3,3
brassicashortnorth.com,3,3
brassicashortnorth.com,1,1
brasstapbeerbar.com,50,50
braums.com,281,281
bravoitalian.com,44,44
bravosupermarkets.com,94,94
brennerssteakhouse.com,1,1
breweroil.com,35,35
brgr.com,2,2
brickhousetavernandtap.com,21,21
bricktops.com,1,1
bricktops.com,7,7
brigantine.com,8,8
brightnow.com,341,182
brightsideacademy.com,61,61
brightstarcare.com,239,239
brinker.com,245,245
brioitalian.com,58,58
bristolcountysavings.com,25,25
bristolfarms.com,13,13
bristolseafoodgrill.com,4,4
brixxpizza.com,30,30
broadduspetroleum.com,27,27
broadwaypizza.com,14,14
brookdale.com,755,755
brooklinebank.com,25,25
brooklynwaterbagel.com,18,18
brooklynwaterbagels.com,14,14
brooklynwaterbagels.com,4,4
brooksbrothers.com,266,266
brookshirebrothers.com,125,125
brookshires.com,108,108
brookstone.com,31,31
brothers-marketplace.com,3,3
brothersxpress.com,31,31
broulims.com,10,10
brownjugalaska.net,21,21
brownschicken.com,20,20
brownsshoefitco.com,76,76
brownsshoefitcompany.com,76,76
brstores.com,20,0
brueggers.com,214,214
brusters.com,174,174
bsnb.com,13,13
bubbagump.com,27,27
bubbas33.com,26,26
bubblessalon.com,33,33
bubblessalons.com,33,33
bucadibeppo.com,77,77
buc-ees.com,35,35
buchefoods.com,4,4
buchheitonline.com,11,11
buckeyecorner.com,4,4
buckhorngrill.com,11,11
buckhorngrill.com,2,2
buckle.com,449,449
buckstove.com,881,15
buckysexpress.com,78,78
buddyrents.com,293,293
budget.com,1367,1367
budgethost.com,107,107
budgettruck.com,1002,1002
buehlers.com,13,13
buffaloexchange.com,53,53
buffaloservices.com,14,14
buffalowildwings.com,1206,1206
buffalowingsandrings.com,57,57
bufordoil.com,11,11
buick.com,1974,1974
buildabear.com,302,302
buildwithbmc.com,136,136
bulgari.com,23,23
bullritos.com,18,18
bullseyelocations.com,55,55
bumgarneroil.com,12,12
bumpertobumper.com,70,70
bumpertobumper.com,2104,2104
buona.com,25,25
burberry.com,56,56
burgatorybar.com,9,9
burger21.com,1,1
burger21.com,23,23
burgerfi.com,99,99
burgerim.com,392,195
burgerlounge.com,25,25
burgerstreet.com,19,19
burgerville.com,41,41
burkesoutlet.com,184,184
burkewilliamsspa.com,10,10
burlingtoncoatfactory.com,674,674
burlingtoncoatfactory.com,654,654
burlington.com,671,671
burnbootcamp.com,218,218
burritobeach.com,6,6
burton.com,4,4
burton.com,25,25
buschgardens.com,2,2
buschs.com,16,16
bushschicken.com,81,81
buteramarket.com,14,14
butlerhealthsystem.org,117,117
buybuybaby.com,131,131
buyforlessok.com,5,5
buylowmarket.com,7,7
byrnedairy.com,58,58
byrnedairystores.com,62,62
c2educate.com,190,190
cabelas.com,155,77
cactussalon.com,8,8
cadence-academy.com,165,84
cadillacbar.com,3,3
cadillac.com,889,889
cadillacdealer.com,239,239
caesars.com,40,3
cafe-express.com,7,7
caferio.com,129,129
cafezupas.com,1,1
cafezupas.com,57,57
cafishgrill.com,28,28
calbanktrust.com,87,87
calibercollision.com,756,756
calicocorners.com,72,72
californiaclosets.com,125,125
californiaclosets.com,128,128
californiafamilyfitness.com,20,20
californiatortilla.com,39,39
callaffordable.com,13,13
callcheckmate.com,53,53
callitspring.com,53,53
calranch.com,25,25
calranch.com,25,25
calvinklein.com,164,164
calvinklein.us,164,164
camanoplaza-iga.com,1,1
camdennational.com,64,64
camillescafe.com,18,18
campbowwow.com,169,169
camper.com,12,12
campero.com,80,80
campingworld.com,166,166
canadagoose.com,4,4
canada.payless.com,2074,2074
canadapost.ca,1,1
candlewoodsuites.com,3781,3781
candybouquet.com,5,5
cantinalaredo.com,34,34
capecodfive.com,32,32
capfed.com,49,49
capitalbank-us.com,117,117
capmat.com,21,21
capncork.com,15,15
capriottis.com,100,100
captainds.com,530,530
caputomarkets.com,7,7
caraluzzis.com,5,5
carbonespizzeria.com,37,37
cardenasmarkets.com,33,33
cardinalfitness.com,3,3
cardpool.com,4951,4951
cardsmart.com,140,140
carenow.com,114,114
carepharmacies.com,83,83
carespot.com,108,42
carewellurgentcare.com,17,17
carhartt.com,30,30
cariboucoffee.com,458,458
carinos.com,54,54
carliecs.com,25,25
carlosokellys.com,18,18
carlsjr.com,454,454
carlsjr.com,1120,1120
carlsjr.com/greenburrito,233,233
carltonbates.com,26,26
carltonhairinternational.com,9,9
car-mart.com,136,136
carmax.com,211,211
carmike.com,637,637
carolinaalehouse.com,29,29
carolinaherrera.com,120,7
carpetlandusa.com,23,23
carpetone.com,714,714
carpetspluscolortile.com,183,183
carpetspluscolortile.com,183,33
carquest.com,1358,1358
carrabbas.com,224,224
carrierenterprise.com,163,163
carrierenterprise.com,47,47
carrolltire.com,58,58
carrows.com,7,7
carrsqc.com,1058,1058
carrsqc.com,1652,11
carstar.com,355,355
carterlumber.com,124,124
carters.com,1241,1241
cartier.us,26,26
cartoys.com,48,48
cartridgeworld.com,252,252
cartridgeworldusa.com,224,224
carvel.com,319,319
carx.com,158,158
carylbakervisage.com,1,1
caseys.com,2198,2198
cashamerica.com,1022,1022
cashamerica.com,1059,641
cashamerica.us,1070,1070
cashmaxtexas.com,38,38
cashstore.com,248,248
cashtyme.com,39,39
cashwise.com,25,25
casper.com,27,27
castledental.com,346,346
castorage.com,79,39
castrolpremiumlube.com,133,133
casualmale.com,328,89
cat.com,522,522
cathaybank.com,62,62
catherines.com,331,331
catofashions.com,1045,1045
catrentalstore.com,693,693
cava.com,84,84
cava.com,88,88
cavenders.com,84,84
cb2.com,17,17
cbac.com,203,203
cbsbank.com,50,50
cbsi.net,18,18
ccbg.com,73,73
ccfi.com,76,76
ccfi.com/99payday,119,119
ccfi.com/californiabudgetfinance,301,301
ccfi.com/cash1today,32,32
ccfi.com/firstvirginialoans,27,27
ccfi.com/goeasymoney,63,63
ccfoodmarts.com,11,11
ccmdcenters.com,13,13
ccplots.myparkingworld.com,162,162
ccp.myparkingworld.com,163,163
cefcostores.com,205,205
celebrationcinema.com,11,11
celebree.com,26,26
cellcom.com,56,37
cellphonerepair.com,506,506
cellularoneonline.com,18,18
cellularsales.com,767,767
cenex.com,2541,35
centennialbanking.com,96,24
centerformedicalweightloss.com,182,182
centerstatebank.com,130,130
centinelafeed.com,18,18
centracare.org,40,40
centralmarket.com,10,10
centralmarket.com,10,10
central-oil.com,10,10
centric.hyatt.com,18,18
century21.com,3442,3442
centurytheaters.com,347,71
centurytheatres.com,352,352
cermakfreshmarket.com,15,15
certifiedoil.com,68,68
cesco.com,141,141
cfcfarmhome.net,20,20
chabad.org,1148,1148
chamberlins.com,7,7
champion.com,236,14
champlainfarms.com,39,39
champps.com,9,9
champssports.com,508,508
chanel.com,30,30
chanellospizza.com,30,30
changinghands.com,2,2
chargepoint.com,9139,9139
charlestons.com,19,19
charleys.com,532,532
charliebrowns.com,16,16
charlotterusse.com,358,358
charmingcharlie.com,262,262
charterfitness.com,24,24
chart-house.com,26,26
chase.com,5342,5342
chavezsuper.com,10,10
chcarolinaherrera.com,13,13
chebahut.com,27,27
checkcashingandmoreshopper.com,22,22
checkcity.com,70,70
checkers.com,871,871
checkerscompany.com,592,592
checkintocash.com,737,737
checkngo.com,861,861
checksmart.com,52,52
checksmartstores.com,472,166
cheddars.com,175,175
cheeburger.com,21,21
cheeseburgerbobbys.com,13,13
cheeseburgerinparadise.com,1,1
cheeziespizza.com,9,9
chelseagroton.com,15,15
cherokeecasino.com,10,10
cherryberryyogurtbar.com,45,45
cherryenergy.com,14,14
chevrolet.com,2967,2967
chevrolet.com,2958,2958
chevron.com,7831,6477
chevronlubricants.com,2956,2956
chevronwithtechron.com,7832,6478
chevydealer.com,7036,7036
chevys.com,23,23
chicagocutsteakhouse.com,24,24
chickene.com,244,244
chickenshack.com,21,21
chick-fil-a.com,2516,2516
chicos.com,671,671
chicosofftherack.com,125,125
chiefmarkets.com,12,12
childcarenetwork,227,227
childcarenetwork.net,223,223
childrenofamerica.com,63,63
childrens.com,36,36
childrenscourtyard.com,60,60
childrensorchard.com,25,25
childrensparadise.com,4,4
childrensplace.com,843,843
childrensworkshop.com,5,5
childtime.com,220,220
chilis.com,1239,1239
chimasteakhouse.com,4,4
chinese-gourmet-express.com,60,60
chipotle.com,2460,2460
choctawcasinos.com,22,22
choicehotels.com,62,0
choicehotels.com/clarion,153,153
choicehotels.com/comfort-inn,62,62
choicehotels.com/comfort-suites,561,561
choicehotels.com/rodeway-inn,604,604
choicehotels.com/sleep-inn,389,389
choiceoneuc.com,15,15
choicepet.com,13,13
chompies.com,5,5
choptsalad.com,58,58
christianchurchtoday.com,1,1
christianchurchtoday.com,4892,4892
christiedental.com,18,18
christiesrealestate.com,3,3
christmastreeshops.com,82,82
christopherandbanks.com,456,456
christushealth.org,318,318
chronictacos.com,54,54
chrysler.com,2412,2412
chsinc.com,2,2
chsrochester.com,3,3
chuckanddons.com,49,49
chuckecheese.com,532,532
chucklesstores.com,30,30
churchofgod.org,5945,5945
churchs.com,969,969
chusmart.com,10,10
chuys.com,104,104
chuzefitness.com,32,32
cicis.com,391,391
cicispizza.com,133,133
cincinnatibell.com,149,149
cinearts.com,354,5
cinebistro.com,14,14
cinemacafe.com,5,5
cinemagicmovies.com,8,8
cinemark.com,351,351
cinemark.com/arkansas/cinemark-tinseltown-usa,27,27
cinepolisusa.com,19,19
cinepolisusa.com,2,2
cinnabon.com,798,543
cintas.com,551,551
circle-a.com,12,12
circlek.com,6434,5014
citgo.com,4511,3513
citibank.com,49438,640
citi.com,686,686
cititrends.com,562,562
citizens-bank.com,14,14
citizensbank.com,1097,1097
citizensparking.com,1,1
citizensparking.com,153,153
citybbq.com,40,40
citycoboston.com,5,5
cityfurniture.com,20,20
citygear.com,141,141
citylookssalons.com,763,0
citymarket.com,36,36
citymattress.com,23,23
citymd.net,114,114
citysports.com,1,1
citysportsfitness.com,15,15
ckmarket.com,39,39
ckokickboxing.com,91,91
claimjumper.com,37,37
claires.com,1143,1143
clarksmarket.com,8,8
clarksrx.com,4,4
clarksusa.com,255,255
clarksusa.com,270,270
classiccleaners.net,20,20
clearchoice.com,54,54
clevelandclinic.org,269,269
cliffscheckcashing.com,30,30
cliffslocalmarket.com,21,21
clipperpetroleum.com,28,28
clothesmentor.com,139,139
clubfitness.us,23,23
clubfitness.us,1,1
clubmetrousa.com,11,11
clubmonaco.borderfree.com,48,48
clubmonaco.com,51,51
clubpilates.com,461,461
clubpilates.com,491,491
cnb.com,94,94
cnbrown.com,87,87
coach.com,1103,356
coastalfarm.com,17,17
coastdental.com,119,119
coat.com,688,688
cobblestone.com,24,24
cobbtheatres.com,29,29
coborns.com,26,26
cocosbakery.com,43,43
coenoil.com,28,28
coffeebean.com,273,273
coffeebeanery.com,43,43
coffeeculturecafe.com,1,1
coffeecupfuelstops.com,9,9
cogos.com,43,43
cohensfashionoptical.com,98,98
cohnrestaurants.com,28,28
coinstar.com,16505,16505
coldstonecreamery.com,967,967
coldwatercreek.com,8,8
coldwellbankerhomes.com,715,715
colehaan.com,106,106
colonialmaterials.com,10,10
colormemine.com,49,49
colormemine.com,117,117
colortyme.com,32,32
coltonssteakhouse.com,37,37
columbiabank.com,156,150
columbia.com,8539,127
colvinoil.com,6,6
comerica.com,532,532
cometcleaners.com,148,148
comforcare.com,165,165
comforcare.com,2,2
comfortdental.com,176,176
comfortinn.com,1052,1052
comfortkeepers.com,1,1
comfortkeepers.com,483,483
comfortsuites.com,589,589
commercebank.com,309,160
commoncentsstores.com,47,47
communityamerica.com,33,33
communitybankna.com,221,221
communitybankna.com,225,225
communitymarkets.com,23,23
communityrx.com,9,9
comparefoodsdirect.com,22,22
comparefoodsdirect.com,1,1
completeemergencycare.com,14,14
completenutrition.com,37,37
compren.com,63,63
concentra.com,516,516
concordpetfoods.com,30,30
concordrx.com,9,9
conniespizza.com,2,2
conns.com,130,130
conoco.com,2109,2109
containerstore.com,92,92
conwaynationalbank.com,15,15
cookiesbydesign.com,55,55
cookout.com,263,263
cookoutnc.com,256,256
