domain,raw_count,processed_count
twinliquors.com,86,86
fiestainsurance.com,207,207
navarro.com,28,28
qdoba.com,722,722
jimmychoo.com,43,36
winwood.com,10,10
greatwraps.com,45,45
shakeys.com,50,50
musicarts.com,218,218
applebees.com,1699,1699
cocosbakery.com,43,43
calicocorners.com,72,72
olivetobistro.com,3,3
elpolloloco.com,489,489
jimmyjohns.com,2811,2811
edwardsoilco.com,40,40
catherines.com,331,331
yallamedi.com,7,7
tumbleweedrestaurants.com,19,19
perfectlooksalons.com,67,67
dysarts.com,3,3
globoshoes.com,39,39
rouses.com,63,63
festivalfoods.net,6,6
basspro.com,171,84
pricechopper.com,132,132
fivebelow.com,837,837
konagrill.com,27,27
familyvideo.com,621,621
flashfoods.com,188,188
portofsubs.com,127,127
eatpdq.com,73,73
omahasupermercado.com,3,3
diyhomecenter.net,8,8
super8.com,1578,1578
winndixie.com,13332,506
postalannex.com,282,282
rei.com,154,154
neimanmarcus.com,70,70
urbanecafe.com,18,18
myspinx.com,81,81
tradefairny.com,8,8
gotobecks.com,16,16
hungryhowies.com,547,547
mooyah.com,75,75
mickeythemoose.com,40,40
hometownpharmacy.com,40,17
frullati.com,12,12
bloomingdales.com,54,54
montblanc.com,261,34
mycountrymart.com,5,5
origins.com,911,63
captainds.com,530,530
lids.ca,133,133
comerica.com,532,532
3forks.com,7,7
hartigdrug.com,21,21
pandainn.com,5,5
onewestbank.com,70,70
ranchone.com,2,2
thecapitalgrille.com,57,57
oreillyauto.com,5268,5268
overtons.com,68,68
cohnrestaurants.com,27,27
mach1stores.com,23,23
granitetransformations.com,65,65
pizzabolis.com,79,79
schnucks.com,122,122
freepeople.com,136,136
wingsetc.net,70,70
gift-ology.com,4,4
rapidurgentcare.com,6,6
kevajuicesw.com,13,13
mortensondental.com,41,41
cadence-academy.com,165,84
castorage.com,79,39
nfm.com,5,5
childrensparadise.com,4,4
amfamfit.com,9,9
davidbartongym.com,2,2
bsnb.com,13,13
hancockfabrics.com,173,173
topsmarkets.com,168,168
carpetlandusa.com,24,24
ems.com,23,23
acura.com,269,269
ckokickboxing.com,91,91
feederssupply.com,23,23
harvestseasonalgrill.com,9,9
nativefoods.com,13,13
steaknshake.com,595,595
lacoste.com,103,97
thejerkyoutlet.com,20,9
walgreens.com,8762,8762
ccfi.com/goeasymoney,63,63
rosamexicano.com,10,10
davidsbridal.com,304,304
cefcostores.com,205,205
mamafus.com,18,18
livingspaces.com,24,24
nijiya.com,12,12
napaonline.com,5338,5338
redroof.com,560,560
whitneybank.com,223,223
hugoboss.com,178,178
krispykrunchy.com,2454,2454
beallsoutlet.com,264,264
bmwusa.com,453,453
groceryoutlet.com,335,335
sullivantire.com,71,71
soupersalad.com,19,19
southstatebank.com,182,182
comfortdental.com,176,176
unionsavings.com,26,26
fastraccafe.com,53,53
foxgal.com,46,46
ripleys.com,20,20
thelittleclinic.com,221,221
arhaus.com,70,70
zenmassageusa.com,15,15
pancheros.com,72,72
4wheelparts.com,86,86
85cafe.us,62,62
arlansmarket.com,18,18
darquetan.com,537,7
themarketswa.com,2,2
unode50.com,24,24
gottaeattapita.com,4,4
lacolombe.com,30,30
bobbysburgerpalace.com,13,13
barre3.com,142,142
rockandbrews.com,21,21
simplefloors.com,13,13
ontherun.com,111,111
kikocosmetics.com,3,3
kessler-rehab.com,4,4
coach.com,1103,356
dogdaycare.com,85,85
mashurgentcare.com,32,32
ramtrucks.com,2476,2476
castledental.com,346,346
ethanallen.com,184,184
weightwatchers.com,3722,950
laborfinders.com,195,195
starchildacademy.com,7,7
happyjoes.com,46,46
save-a-lot.com,1215,1215
kilwins.com,136,136
shopmarketbasket.com,80,80
stopandshop.com,657,657
mirabito.com,125,125
parkview.com,336,336
certifiedoil.com,68,68
greatclips.com,4439,4439
loscucos.com,22,22
applecaredoctors.com,11,11
ryans.com,73,16
dagnyc.com,10,10
inova.org,170,170
bostonmarket.com,423,423
deseretindustries.org,45,45
lkqcorp.com,193,193
chuys.com,104,104
haggen.com,15,15
acmoore.com,144,144
wagnwash.com,18,18
bootbarn.com,234,234
druryhotels.com,139,139
ritzmanrx.com,34,34
bikramyoga.com,43,43
coldwatercreek.com,8,8
theupsstore.com,4820,4820
heartlandcoop.com,73,73
POPEYES.COM,2533,2533
pagoda.com,569,569
shunfatsupermarket.com,13,13
myeyelevel.com,208,208
fiestamart.com,67,67
peerlesstyreco.com,49,49
pizzafire.com,5,5
discounttirecenters.com,36,36
tacojohns.com,395,395
krisers.com,49,49
providence.org,392,392
bldr.com,446,446
texasdebrazil.com,56,56
papaginos.com,89,89
blarneycastleoil.com,139,139
eatonapothecary.com,13,13
ranchomarkets.com,9,9
greatwolf.com,17,17
louisvuitton.com,134,134
usainsuranceco.net,7,7
jcpenneyoptical.com,274,274
crocs.com,158,158
totalaccessurgentcare.com,23,23
salata.com,87,87
bakerdist.com,213,213
houstonlocalfoods.com,5,5
pauldavis.com,217,217
artvan.com,140,140
shoeshow.com,1095,368
cubesmart.com,1125,1125
bristolcountysavings.com,25,25
mscdirect.com,88,88
supercuts.com,2791,2791
fiestafoodssupermarkets.com,4,4
realodiscountdrug.com,18,18
hollywoodmarkets.com,5,5
goldsgym.com,336,336
gertrudehawkchocolates.com,48,48
furniturerow.com,114,114
dodge.com,2354,2354
bestfitness.net,9,9
clothesmentor.com,137,137
shopplanetblue.com,14,14
big5sportinggoods.com,433,433
bartons-lumber.com,11,11
forwardcorp.com,77,77
kidscountry.com,6,6
celebree.com,26,26
quikmartstores.com,27,27
dashinfoodstores.com,56,56
country-markets.com,7,7
goldenkrust.com,126,126
sportandhealth.com,10,10
unclemaddios.com,25,25
marriottvacationclub.com,5135,53
coastdental.com,119,119
sigels.com,8,8
monkeyjoes.com,35,35
airgas.com,1267,1267
childrens.com,36,36
leeannchin.com,47,47
childrenofamerica.com,63,63
meijer.com,245,245
bassettfurniture.com,384,384
marcs.com,105,105
buffaloexchange.com,52,52
concordpetfoods.com,30,30
editionhotels.com,5135,4
marketsquareonline.com,7,7
tradesecret.com,3,3
shoesensation.com,193,193
marqueecinemas.com,17,17
bonefishgrill.com,188,188
colonialmaterials.com,10,10
daylightdonuts.com,412,412
bocagranderestaurant.com,2,2
sneakypeteshotdogs.com,40,40
fastenal.com,2131,2131
bfr.com,19,19
brooksbrothers.com,274,274
roomandboard.com,18,18
goldenchick.com,204,204
alltuneandlube.com,1,1
jaguarusa.com,174,174
countryfinancial.com,1641,1641
huntington.com,1478,926
minutemanpress.com,789,789
pjscoffee.com,98,98
western-sizzlin.com,65,65
crownfriedchicken.com,27,27
fire-ice.com,5,5
heroburgers.com,20,20
cellphonerepair.com,506,506
newyorksportsclubs.com,94,94
saksfifthavenue.com,43,43
golftec.com,187,187
greers.com,29,29
beautybrands.com,23,23
goodyearautoservice.com,567,469
americasbest.com,699,699
pacsun.com,398,398
smartusa.com,30,30
chuckanddons.com,46,46
nationalcar.com,303,303
showcasecinemas.com,27,27
ryerson.com,75,75
roadrunnermarkets.com,92,92
mrchickencle.com,4,4
diesel.com,29,29
jackwilliams.com,36,36
kay.com,1213,1213
worldgym.com,78,78
carters.com,962,962
stmtires.com,45,45
arnoldmotorsupply.com,57,57
stevemadden.com,165,165
leonardusa.com,59,59
barrysbootcamp.com,42,42
fredmeyerjewelers.com,253,253
dickblick.com,67,67
hopcat.com,17,17
centinelafeed.com,18,18
martins-supermarkets.com,21,21
fantasticsams.com,948,948
redlion.com/guesthouse,25,25
jasonsdeli.com,283,283
robeks.com,83,83
birkenstockusa.com,2657,79
timessupermarkets.com,23,23
petplanethealth.com,13,13
hsoil.com,3,3
earlofsandwichusa.com,31,31
originalroadhousegrill.com,10,10
villageinn.com,196,196
fatburger.com,126,126
pon-bon.com,81,81
homesmart.com,51,51
bartlett.com,169,116
gcfb.net,32,32
hummusandpitas.com,6,6
cometcleaners.com,158,158
levi.com,247,247
kwikfill.com,283,283
furrs.net,18,18
classiccleaners.net,20,20
petfoodexpress.com,62,62
gonavis.com,67,67
fredmeyer.com,4602,1411
bestvaluepharmacies.com,14,14
booksandco.com,1,1
camper.com,13,13
thebso.com,9,9
freebirds.com,73,73
zoogym.com,27,27
eblens.com,48,48
toyota.com,1247,1247
lidl.com,67,67
dynamex.com,1,1
freshcity.com,10,10
partnersurgentcare.org,9,9
doubledaves.com,40,40
uabmedicine.org,57,57
friendlyexpress.com,37,37
icing.com,182,182
americastire.com,1178,95
sealmaster.net,102,102
mauidivers.com,28,28
mygabes.com,117,117
papyrusonline.com,189,189
shopbentley.com,259,259
myfoodgiant.com,4,4
tenthousandvillages.com,131,131
upmc.com,234,234
burritobeach.com,6,6
lordandtaylor.com,47,47
southtexasdental.com,36,36
unitedfinancialinc.com,44,44
maxbrenner.com,3,3
ourcoop.com,162,162
novusglass.com,162,162
thebarrecode.com,46,46
cyclebar.com,202,202
foodlion.com,1061,1061
thechophouse.com,10,10
seafoodcity.com,31,31
conniespizza.com,2,2
lotteplaza.com,13,13
capmat.com,21,21
shopmyexchange.com,211,211
citymarket.com,36,36
greasemonkeyintl.com,232,232
davidstea.com,234,234
joyalukkas.com,3,3
luckysmarket.com,39,39
momsorganicmarket.com,19,19
dailysstores.com,38,38
plazatireservice.com,62,62
remichel.com,280,280
jcrew.com,367,367
onceuponachild.com,390,390
unionbank.com,348,348
holidaystationstores.com,539,539
nicholasmarkets.com,4,4
roddapaint.com,78,55
ultimatefitness24hour.com,3,3
fanniemay.com,67,67
aveda.com,418,22
offbroadwayshoes.com,73,73
exerurgentcare.com,12,12
bestdistributing.com,25,25
zoomcare.com,37,37
townfair.com,97,97
jumpzoneparty.com,13,13
zios.com,8,8
bowlofheaven.com,6,6
rocsstores.com,22,22
wexnermedical.osu.edu,94,94
ulta.com,1205,1205
arclightcinemas.com,10,10
jewelosco.com,188,188
creamnation.com,30,30
ptsolutions.com,140,140
superecono.com,63,63
totsandtykes.com,3,3
celebrationcinema.com,11,11
wingsnthings.com,21,21
josepeppers.com,13,13
rituals.com,15,15
steinhafels.com,18,18
jdbyrider.com,101,101
cantinalaredo.com,34,34
nordstromrack.com,249,249
academybank.com,50,50
banfield.com,1044,1044
francescas.com,732,732
16handles.com,30,30
goldenpantry.com,38,38
goodcentssubs.com,78,78
primerica.com,3361,3361
wholefoodsmarket.com,493,493
truevaluecompany.com,3076,3076
manchuwok.com,101,101
bondno9.com,6,6
justmassagestudio.com,3,3
mickeyshorr.com,15,15
gloriajeans.com,60,60
cellcom.com,56,37
carespot.com,114,41
frozenyo.com,6,6
bakedbymelissa.com,14,14
sobiks.com,8,8
nwlshop.com,2,2
vonhansons.com,24,24
coltonssteakhouse.com,37,37
kaiserpermanente.org,443,443
kimscstores.com,26,26
nissanusa.com,1085,1085
claires.com,1250,1250
dailys.com,10,10
rackroomshoes.com,446,446
dynamiteclothing.com,129,129
carmax.com,211,211
voodoobbqandgrill.com,9,9
c2educate.com,188,188
texasroadhouse.com,545,545
bobcat.com,483,274
westcoastdental.com,33,33
launchtrampolinepark.com,34,34
subaru.com,4144,4144
rottenrobbie.com,33,33
barcelonawinebar.com,15,15
dolphincarpet.com,10,10
redstonegrill.com,9,9
valero.com,5014,5014
kowalskis.com,11,11
tomthumb.com,62,62
goodwill.org,4909,4909
appleone.com,114,114
edwardstheaters.regmovies.com,570,42
acceptanceinsurance.com,350,350
vcf.com,105,105
buildwithbmc.com,142,142
greatharvest.com,184,184
myconvenient.com,5,5
af-rentall.com,20,20
xsportfitness.com,40,40
henhouse.com,9,9
pitajungle.com,21,21
imxpilates.com,36,36
everythingbutwater.com,100,100
carltonbates.com,26,26
servicemasterclean.com,1162,1162
maaco.com,450,450
99ranch.com,52,52
californiatortilla.com,39,39
security-finance.com/sunbelt-credit,740,36
thetirechoice.com,156,156
suntancity.com,257,257
westcoasthooters.com,9,9
victorylane.net,30,30
carolinaherrera.com,120,7
foxspizza.com,214,214
doggiestylepets.com,12,12
juicestopcafe.com,4,4
jimmygstores.com,11,11
chevrolet.com,2958,2958
jenniferfurniture.com,16,16
steinmart.com,283,283
elpolloregio.net,46,46
firstniagara.com,890,890
thriftywhite.com,97,97
promptucare.com,8,8
vfoutlet.com,72,72
tricoci.com,14,14
kitchencollection.com,167,167
yankeecandle.com,473,473
schwab.com,357,357
wabagrill.com,189,189
sephora.com,1128,1128
smallcakescupcakery.com,191,160
christushealth.org,318,318
mycdi.com,108,108
tomlinsonsales.com,8,8
infinitiusa.com,210,210
petemac.com,7,7
hibachidining.com,8,8
brookshirebrothers.com,125,125
minitman.net,30,30
citymd.net,113,113
circlek.com,6722,4809
devonseafood.com,5,5
safeway.com/fuel,2768,201
altardstate.com,113,113
cfcfarmhome.net,20,20
highsdairystores.com,48,48
cavenders.com,164,164
scotiabank.com,1516,1516
petermillar.com,40,40
proimagesports.com,110,110
bgrtheburgerjoint.com,21,21
carliecs.com,25,25
zupans.com,3,3
exxon.com,11904,6341
nyhrc.com,9,9
fitnessfor10.com,15,15
conwaynationalbank.com,15,15
mainstaysuites.com,41,41
microcenter.com,25,25
discoverypoint.com,46,46
bluebottlecoffee.com,61,61
sentryfoods.com,13,13
graybar.com,240,240
uncleg.com,7,7
bowlero.com,295,81
altamere.com,14,14
tedbaker.com,69,36
bigfootjava.com,32,32
homecentric.com,28,28
godfathers.com,518,518
jolleystores.com,44,44
tacotico.com,1,1
orvis.com,503,85
gosarpinos.com,49,49
greyhound.com,1825,1825
mathisbrothers.com,22,22
uptownjungle.com,6,6
judesbarbershop.com,26,26
altierus.edu,3,3
larryssubs.com,49,49
golfland.com,8,8
elriogrande.net,9,9
bottegaveneta.com,29,29
hillstone.com,46,46
iuhealth.org,670,670
baycoastbank.com,24,24
mykoolsmiles.com,36,36
securitas.com,296,296
dansupermarket.com,5,5
fredloya.com,718,718
duckdonuts.com,85,85
athletico.com,428,428
elsupermarkets.com,10,10
eatnpark.com,61,61
meatballs.com,8,8
kellymoore.com,274,274
burger21.com,24,24
piesandpints.net,15,15
gioninos.com,48,48
choptsalad.com,58,58
imax.com,450,450
homeofeconomy.com,7,7
unitedartiststheaters.regmovies.com,557,49
smallsmiles.com,1,1
choicepet.com,14,14
arbys.com,3435,3435
ketteringhealth.org,147,147
signsbytomorrow.com,91,91
sleephappens.com,251,251
holidayoil.com,60,60
stvincent.org,384,384
handyfoods.com,19,19
pollotropical.com,146,146
99only.com,364,364
mcquadesmarket.com,3,3
epicburger.com,8,8
hardwarestore.com,103,103
uri.com,378,378
idreamoffalafel.com,8,8
willamettedental.com,50,50
nortonhealthcare.com,342,342
learningexpress.com,108,108
u-gro.com,13,13
shopnsavestores.com,5,5
jimmysegg.com,55,55
bristolseafoodgrill.com,4,4
batterysystems.net,67,67
bigredliquors.com,55,55
thegreeneturtle.com,45,45
bensirestaurants.com,4,4
bjs.com,221,221
fourbrothersstores.com,23,23
motherhood.com,1133,312
harley-davidsonfootwear.com,383,383
wowbao.com,11,11
shopnsavefood.com,46,46
goldencorral.com,499,499
kwiktrip.com,668,668
knotts.com,1,1
familyfareconveniencestores.com,25,25
helzberg.com,218,218
armaniexchange.com,154,154
chick-fil-a.com,2516,2516
checkintocash.com,737,737
carlosokellys.com,18,18
honeybaked.com,453,453
hyundaiusa.com,833,833
pay-less.com,9,9
unitedsupermarkets.com,95,44
cafezupas.com,58,58
hrblock.ca,1088,1088
kinneydrugs.com,99,99
giantfood.com,306,306
alphagraphics.com,240,240
wbu.com,342,342
americasthrift.com,17,17
caferio.com,129,129
runza.com,85,85
geisinger.org,189,151
conns.com,128,128
weismarkets.com,202,202
gristedes.com,23,23
burgerville.com,41,41
oldtimepottery.com,43,43
ffohome.com,68,68
multi-specialty.com,31,31
cottonon.com,159,142
originalpenguin.com,13,13
electronics-expo.com,2,2
dtlr.com,203,203
honeydewdonuts.com,102,102
charliebrowns.com,16,16
jerrysartarama.com,14,14
aerotek.com,215,215
thereddoor.com,27,27
planetbeach.com,68,68
goddardschool.com,529,529
pumpandpantry.com,45,45
ivivva.com,4,4
eehealth.org,73,73
happyspizza.com,62,62
islandsrestaurants.com,54,54
lafaiveoil.com,11,11
amatos.com,40,40
unitedway.org,1191,1191
travelodge.com,6334,349
premierimc.com,19,19
ashleyfurniturehomestore.com,635,635
ynotstop.com,16,16
tutoringclub.com,60,60
carenow.com,114,114
americansignaturefurniture.com,117,117
columbiabank.com,156,150
massageheights.com,139,139
northwell.edu,741,741
forever21.com,575,575
miniustorage.com,44,44
kahootspet.com,20,20
pharmaca.com,29,29
sabonnyc.com,11,11
oldcountrybuffet.com,74,19
culvers.com,720,720
eosfitness.com,37,37
amigoskings.com,31,31
cnb.com,98,98
beachbum.com,41,41
sturdevants.com,51,51
k1speed.com,30,30
urbanzen.com,3,3
sirspeedy.com,161,161
abuelos.com,37,37
harmonsgrocery.com,21,21
boomersparks.com,10,10
trinaturk.com,13,13
mazzios.com,122,122
tradewindsmarkets.com,14,14
excel-urgentcare.com,11,11
conoco.com,2087,2087
farmersagent.com,11682,11682
biggby.com,248,248
hardrockhotels.com,14,14
hardrock.com,55,55
banzaibowls.com,7,7
chrysler.com,2881,2881
flynnstire.com,21,21
notyouraveragejoes.com,23,23
exxpressmart.com,22,22
foodmaxx.com,54,54
ibc.com,186,186
greatlakesace.com,50,50
sherwin-williams.com,4401,4401
autozone.com,5868,5868
lowesmarket.com,123,123
primantibros.com,44,44
blinkfitness.com,80,80
fogodechao.com,35,35
rightathome.net,362,362
gnc.com,6342,3915
lafambank.com,21,21
spagregories.com,2,2
unibank.com,15,15
libertytravel.com,111,111
ahern.com,72,72
elrodscostplus.com,5,5
mynavyexchange.com,115,115
globalpetfoods.com,183,183
spireworks.com,4,4
homesense.com,23,23
familyfootwearcenter.com,5,5
paniqescaperoom.com,10,10
bucadibeppo.com,77,77
papajohns.com,3197,3197
jimbos.com,5,5
flightfitnfun.com,14,14
sunloan.com,258,258
visitingangels.com,598,598
shaws.com,2187,133
bimart.com,79,79
medspring.com,30,30
boostmobile.com,18237,5926
uptowncheapskate.com,67,66
gotjump.com,14,14
ontheborder.com,142,142
biglots.com,1405,1405
laserquest.com,28,28
hightechburrito.com,6,6
allegramarketingprint.com,182,182
babers.com,45,45
mulliganfun.com,3,3
premierrents.net,58,53
jiffylube.com,2009,2009
eatatsantiagos.com,28,28
hurley.com,28,28
littmanjewelers.com,39,39
cesco.com,141,141
warbyparker.com,88,88
kidtokid.com,90,90
sweettomatoes.com,61,61
agjeans.com,16,16
cottonpatch.com,56,56
sharpeclothing.com,24,24
kia.com,769,769
anntaylor.com,283,283
lq.com,914,914
2ndandcharles.com,40,40
petersonsfreshmarket.com,1,1
healthcarepartners.com,74,74
elfenix.com,20,20
backyardburgers.com,48,48
crunch.com,305,305
doitbest.com,2926,442
readingcinemasus.com,6,6
thebodyshop-usa.com,112,112
featherpetro.com,16,16
newcomerfamily.com,17,17
mezeh.com,14,14
havertys.com,122,122
alliedcash.com,74,74
rhodes101.com,29,29
marukai.com,4,4
worknetoccupationalmedicine.com,18,18
bubblessalons.com,33,33
applied.com,325,325
bernieandphyls.com,8,8
broulims.com,10,10
soul-cycle.com,94,94
fanzz.com,86,86
heritages.com,33,33
qcsupply.com,30,30
kennedyfitness.org,7,7
atwoods.com,64,64
bluepearlvet.com,74,74
bulgari.com,24,24
thehalalguys.com,75,75
stuckeys.com,94,94
icuracao.com,12,12
athome.com,193,193
ml.com,588,588
alohagas.com,42,42
bowtiecinemas.com,38,38
lacarreta.com,9,9
molliestones.com,9,9
sharpusa.com,24,24
fnb-online.com,516,516
heb.com,260,260
sothebysrealty.com,362,362
texascartitleandpaydayloanservicesinc.com,124,124
mbfinancial.com,124,124
sushiroku.com,5,5
brooklinebank.com,25,25
lkqcorp.com/keystoneautomotive,330,92
charmingcharlie.com,262,262
llbean.com,52,52
fatmos.com,13,13
bgood.com,64,64
tubby.com,59,59
hooters.com,341,341
5napkinburger.com,4,4
bmwmotorcycles.com,147,147
citysportsfitness.com,15,15
boudinbakery.com,28,28
parkersav.com,57,57
lexus.com,257,257
myhitchcocks.com,9,9
edwardsfoodgiant.com,7,7
triumphmotorcycles.com,148,148
themattressfactoryinc.com,14,14
careeronestop.org,2115,2115
shoecarnival.com,398,398
bjsbrewhouse.com,204,204
moneytreeinc.com,70,70
reeltheatre.com,8,8
peterbilt.com,312,312
amegybank.com,79,79
starwoodhotels.com/stregis,9,9
glenivy.com,1,1
elmcroft.com,88,88
boyersfood.com,18,18
riteaid.com,3307,3307
mezzagrille.com,5,5
gymboreeclasses.com,114,114
stagestores.com,150,150
approvedcashadvance.com,155,155
sonus.com,61,61
totalwine.com,195,195
nathansfamous.com,15938,138
planetbeauty.com,39,39
actiondayprimaryplus.com,11,11
thebeneficial.com,61,61
payless.com,20,20
brooklynwaterbagels.com,18,18
broadwaypizza.com,14,14
escada.com,14,14
bfresh.com,2,2
chebahut.com,27,27
harristeeter.com,483,483
udans.com,8,8
eatjaggers.com,2,2
westelm.com,106,106
uniurgentcare.com,6,6
marazzitile.com,43,43
thriftwaypharmacy.com,5,5
newseasonsmarket.com,21,21
kumandgo.com,396,396
cinearts.com,351,5
springcreekbarbeque.com,33,33
bluelinerental.com,951,951
platt.com,138,138
queencityonline.com,6,6
idealimage.com,139,139
ohiohealthuc.com,178,178
kindercare.com,1323,1323
valleynationalbank.com,179,179
aaffordableauto.com,77,77
loccitane.com,329,207
diginn.com,29,29
nbtbank.com,188,188
roundtablepizza.com,431,431
jonathanadler.com,9,9
nautica.com,69,69
runningroom.com,95,95
wokbox.us,55,55
siteforsoreeyes.com,62,62
sunriseconveniencestores.com,35,35
tiffany.com,94,94
lillypulitzer.com,219,68
veggiegrill.com,37,37
a1storage.com,46,46
fultonbanknj.com,64,64
amscot.com,236,236
bankwithunited.com,185,185
cardinalfitness.com,3,3
versace.com,22,22
butlerhealthsystem.org,117,117
ppgpaints.com,4142,628
handymart.com,19,19
officemax.com,1328,466
satellitehealth.com,78,78
burlingtoncoatfactory.com,638,638
maynardsfoods.com,15,15
oxxousa.com,50,50
kidville.com,19,19
bellstores.com,57,57
mymotomart.com,79,79
ngpg.org,102,102
intownsuites.com,195,195
schoophamburgers.com,20,20
armadillowillys.com,7,7
itsfashions.com,203,203
libertytax.com,2733,2733
aldoshoes.com,488,488
getregionalcash.com,345,345
americanspeedy.com,13,13
ShopMyLuckys.com,3,3
premierhomefurnishings.net,52,4
kgstores.com,88,88
chinese-gourmet-express.com,60,60
pumpitupparty.com,126,126
dairyqueen.com,5106,5106
patagonia.com,33,33
hannaandersson.com,79,79
coolrivercafe.com,2,2
natuzzi.com,37,13
gourmanoff.com,2,2
donsandbens.com,30,30
cyclegear.com,146,146
arizonatile.com,35,35
williamsbrospharmacy.com,13,13
dillards.com,292,292
purcelltire.com,36,36
hotspotcstore.com,41,41
covance.com,24,24
advanceamerica.net,1781,1781
towncaredental.com,30,30
gabrielsliquor.com,15,15
zales.com,653,653
amigosunited.com,4,4
georgiatheatrecompany.com,25,25
jasminandolivz.com,6,6
riamoneytransfer.com,135,135
solasalonstudios.com,482,482
freshberry.net,8,8
kwikking.com,6,6
lapetite.com,435,435
modoyoga.com,16,16
shoestation.com,22,22
theriverwindsrestaurant.com,1,1
bakersplus.com,3389,10
willys.com,31,31
smilecare.com,36,36
jwtumbles.com,9,9
jeromes.com,21,21
timberlodgesteakhouse.com,1,1
bally.com,14,14
shopezrentals.com,27,27
roths.com,9,9
ecommunity.com,115,7
ccfi.com,76,76
ladyjanes.com,102,102
ocean-prime.com,17,17
tupelohoneycafe.com,14,14
thepalm.com,24,24
plannedparenthood.org,611,611
dvf.com,6,6
econolodge.com,842,842
racebros.com,3,3
cookoutnc.com,259,259
umb.com,220,96
cummins.com,182,182
thekebabshop.com,13,13
sourdoughfuel.com,7,7
vbarbershop.com,43,43
blissspa.com,9,9
lupetortilla.com,24,24
cellularoneonline.com,18,18
crazy8.com,263,263
marylandfriedchicken.com,26,26
donrobertojewelers.com,86,86
mydentalvisioncare.com,26,26
lamichoacanameatmarket.com,150,150
gelsons.com,27,27
togos.com,203,203
attplans.com,690,690
home2suites3.hilton.com,388,388
hawaiianbarbecue.com,195,195
premierecinemas.net,2,2
leiszler.com,15,15
integrisok.com,282,282
boosterjuice.com,385,385
shopwss.com,82,82
diamondsdirect.com,19,19
myinvestorsbank.com,147,147
littlegeneral.com,42,42
worldmarket.com,274,274
uniqlo.com,55,55
tommy.com,850,177
shred415.com,29,19
madrag.com,59,59
kumon.com,1543,1543
sharkys.com,29,29
chusmart.com,10,10
villagemarketfoodcenters.com,14,14
petpeoplestores.com,60,60
rainbowfoods.com,100,100
commercebank.com,307,159
speedycash.com,213,213
lamborghini.com,33,33
regmovies.com/static/en/us/theatre/cinebarre,8,8
phycare.net,57,10
twomenandatruck.com,316,316
mariecallenders.com,48,48
epfitness.com,8,8
ocharleys.com,196,196
pret.com,78,78
workbootwarehouse.com,6,6
rosebudrestaurants.com,8,8
snipits.com,58,58
nailgarden.com,12,12
jennycraig.com,470,470
harvestsupermarkets.com,8,8
kwikkaronline.com,46,46
brassicashortnorth.com,4,4
vons.com,200,200
hercrentals.com,247,247
hometownpet.com,167,167
sandyspringbank.com,31,31
ford.com,3415,3415
americasmattress.com,255,255
untuckit.com,62,62
myhoneyfarms.com,30,30
securityself-storage.com,37,37
bbhouston.com,4,4
publicstorage.com,2458,2458
fastframe.com,69,69
trustcobank.com,149,149
bettermedcare.com,8,8
monro.com,460,460
theproteinbar.com,19,19
mauiwowi.com,50,50
marinelayer.com,41,41
rcwilley.com,15,15
plainscapital.com,92,92
costavida.net,100,100
shopko.com,80,80
agacistore.com,49,49
vcahospitals.com,702,702
bluecoastburrito.com,13,13
mapcorewards.com,347,347
musclemakergrill.com,45,45
chuckecheese.com,543,543
benzerpharmacy.com,115,115
myxperiencefitness.com,15,15
eatatcore.com,56,56
aspenathletic.com,6,6
dukeschowderhouse.com,7,7
discounttire.com,1029,919
suburbanpropane.com,178,178
central-oil.com,10,10
smoothieking.com,979,979
doodlebugs.com,16,16
sallybeauty.com,2951,2951
fuzzystacoshop.com,150,150
skylinechili.com,137,137
loves.com,558,558
republicservices.com,860,860
lebakkensrto.com,11,11
century21.com,3442,3442
saq.com,409,409
eugeneurgentcare.com,13,13
leesfamousrecipe.com,132,132
gfnational.com,31,31
clarksrx.com,4,4
ashleystewart.com,90,90
twistedrootburgerco.com,17,17
juicepress.com,80,80
vermeer.com,107,107
mydbsupply.com,14,14
edukidsinc.com,15,15
stewartsshops.com,336,336
sprint.com,4113,4023
crossfit.com,7180,7180
rolypoly.com,41,41
hawthorn.com,103,103
smokespoutinerie.com,70,70
motherhoodcanada.ca,1133,312
hollywoodwaxmuseum.com,4,4
marinerfinance.com,466,466
lolelife.com,11,11
extraspace.com,1775,1775
kroger.com,2275,2275
fye.com,207,207
mybountyland.com,12,12
penncycle.com,10,10
peopleready.com,611,611
firestonecompleteautocare.com,1752,1752
coastalfarm.com,17,17
armstrongmccall.com,159,159
pavilions.com,26,26
atriumhealth.org,998,998
centerformedicalweightloss.com,274,274
flagshipcinemas.com,16,16
pennzoil.com,12784,75
mattressking.net,48,48
tuxedojunction.com,20,20
srsdistribution.com,65,65
carewellurgentcare.com,17,17
samsclub.com,598,598
atmtees.com,2,2
iberiabank.com,225,225
cinebistro.com,14,14
cava.com,84,84
kamasfoodtown.com,1,1
smithe.com,9,9
suitsupply.com,35,35
cactussalon.com,8,8
spencersonline.com,684,684
quiktrip.com,810,810
racetrac.com,270,270
jeffreynewyork.com,3,3
filibertos.com,50,50
projectjuice.com,9,9
guess.com,280,280
wingatehotels.com,159,159
scheelssports.com,27,27
vipauto.com,58,58
haircuttery.com,834,834
wellstreet.com,24,20
summer-fresh.com,2,2
